user_id,target_pos,original_interactions,best_interactions,cfs,len_cfs
4194,1,"[ 316  618  536 2418  601  244   16  142 1504  528 2004  366  919  180
  467  770  190   34 1500  557]","[ 316  618  536 2418  601  244   16 1504  528 2004  366  919  180  467
  190   34]",[ 142  557  770 1500],4
4194,3,"[ 316  618  536 2418  601  244   16  142 1504  528 2004  366  919  180
  467  770  190   34 1500  557]","[ 618  536 2418  601  244   16  142 1504  528  366  919  180  467  190
 1500  557]",[  34  316  770 2004],4
4194,5,"[ 316  618  536 2418  601  244   16  142 1504  528 2004  366  919  180
  467  770  190   34 1500  557]","[ 316  618  536  601  244   16  142 1504  528  366  919  180  467  770
  190   34 1500  557]",[2004 2418],2
4194,7,"[ 316  618  536 2418  601  244   16  142 1504  528 2004  366  919  180
  467  770  190   34 1500  557]","[ 316  618  536 2418  601  244   16  142 1504  528 2004  366  919  180
  467  770  190 1500  557]",[34],1
4203,1,"[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  475  375 2407  219]","[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  475 2407  219]",[375],1
4203,3,"[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  475  375 2407  219]","[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  375 2407  219]",[475],1
4203,5,"[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  475  375 2407  219]","[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  375 2407  219]",[475],1
4203,7,"[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836 3582  475  375 2407  219]","[1080   27 1566  195  516  317  792 2206 1257  130  983   60  922 1189
  836  475  375 2407  219]",[3582],1
4204,1,"[ 455 1388 2251  471  535 1635  858   73  976  106   55  148 1722 2432
 1530  647  642  118  327 1704]","[ 455 1388 2251  471  535 1635  858   73  976  106   55  148 1722 2432
 1530  647  642  118 1704]",[327],1
4204,3,"[ 455 1388 2251  471  535 1635  858   73  976  106   55  148 1722 2432
 1530  647  642  118  327 1704]","[ 455 1388 2251  471  535 1635  858   73  976   55  148 1722 2432 1530
  647  642  118  327 1704]",[106],1
4204,5,"[ 455 1388 2251  471  535 1635  858   73  976  106   55  148 1722 2432
 1530  647  642  118  327 1704]","[ 455 1388 2251  471  535 1635  858   73  976   55  148 1722 2432 1530
  647  642  118  327 1704]",[106],1
4204,7,"[ 455 1388 2251  471  535 1635  858   73  976  106   55  148 1722 2432
 1530  647  642  118  327 1704]","[ 455 1388 2251  471  535 1635  858   73  976  106   55  148 1722 2432
 1530  642  118  327 1704]",[647],1
4207,1,"[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1574 1238  112 1606  701  202]","[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1238  112 1606  701  202]",[1574],1
4207,3,"[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1574 1238  112 1606  701  202]","[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1238  112 1606  701  202]",[1574],1
4207,5,"[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1574 1238  112 1606  701  202]","[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1238  112 1606  701  202]",[1574],1
4207,7,"[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1574 1238  112 1606  701  202]","[2533 1407  563   63  853  620  149  126 2182 1467  554  764 2571 1558
 1574  112 1606  701  202]",[1238],1
4210,1,"[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  647  703 1221 1096 1011 2020]","[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  703 1096 2020]",[ 647 1011 1221],3
4210,3,"[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  647  703 1221 1096 1011 2020]","[ 190  120  529  114  161 1675  739   99 1185 1191 1979 1242  703 1221
 1096 2020]",[ 647  715 1006 1011],4
4210,5,"[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  647  703 1221 1096 1011 2020]","[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  647  703 1221 1011 2020]",[1096],1
4210,7,"[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  647  703 1221 1096 1011 2020]","[ 190  120  529  114  161 1675  739   99 1185 1191 1979  715 1242 1006
  647  703 1221 1096 2020]",[1011],1
4212,1,"[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192   80  126 1869 1268   67]","[1229   57  754 2178  435  670  211  214    7  217 1155  190  167  192
  126 1869 1268   67]",[  80 1669],2
4212,3,"[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192   80  126 1869 1268   67]","[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192   80  126 1869   67]",[1268],1
4212,5,"[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192   80  126 1869 1268   67]","[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192   80  126 1869   67]",[1268],1
4212,7,"[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192   80  126 1869 1268   67]","[1229   57  754 2178  435  670  211  214    7  217 1669 1155  190  167
  192  126 1869 1268   67]",[80],1
4213,1,"[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  180  199    7  836  513]","[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  199    7  836  513]",[180],1
4213,3,"[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  180  199    7  836  513]","[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  180  199  836  513]",[7],1
4213,5,"[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  180  199    7  836  513]","[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  180  199    7  836]",[513],1
4213,7,"[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  117  180  199    7  836  513]","[ 123 2058  121  877  211 1235 1040 1132  643  679    8  588   68  889
  180  199    7  836  513]",[117],1
4215,1,"[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  154  434]","[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  434]",[154],1
4215,3,"[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  154  434]","[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  434]",[154],1
4215,5,"[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  154  434]","[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  434]",[154],1
4215,7,"[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
  322 1504  910  243  154  434]","[ 588  804  317  538  643  201  793  553  702  522  984  677  353  694
 1504  910  243  154  434]",[322],1
4217,1,"[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 1586 2059  518]","[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 1586 2059]",[518],1
4217,3,"[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 1586 2059  518]","[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 2059  518]",[1586],1
4217,5,"[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 1586 2059  518]","[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 1586 2059]",[518],1
4217,7,"[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593 2848  730 1586 2059  518]","[ 407 1089 1659 2242  511   89  524  594  568  120 3073 2015  397   59
 1593  730 1586 2059  518]",[2848],1
4219,1,"[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717 1579  200 1564]","[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1579  200]",[1564 1717],2
4219,3,"[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717 1579  200 1564]","[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717  200 1564]",[1579],1
4219,5,"[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717 1579  200 1564]","[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717  200 1564]",[1579],1
4219,7,"[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717 1579  200 1564]","[ 410  665  210   23 1002  539  587  677   61  606 1059  645  556  763
  134 1191 1717  200 1564]",[1579],1
4220,1,"[1304  728 1219 1267 2495  421 1159   45  523  374  291  506  401 1257
   90 1802  562  867 1412  739]","[1304  728 1219 1267 2495  421   45  523  291  506 1257   90 1802  562
  867 1412]",[ 374  401  739 1159],4
4220,3,"[1304  728 1219 1267 2495  421 1159   45  523  374  291  506  401 1257
   90 1802  562  867 1412  739]","[1304  728 1219 1267 2495  421 1159   45  523  374  291  506  401 1257
   90 1802  562  867]",[ 739 1412],2
4220,5,"[1304  728 1219 1267 2495  421 1159   45  523  374  291  506  401 1257
   90 1802  562  867 1412  739]","[1304  728 1219 1267 2495  421 1159   45  523  374  291  506  401 1257
   90 1802  562  867 1412]",[739],1
4220,7,"[1304  728 1219 1267 2495  421 1159   45  523  374  291  506  401 1257
   90 1802  562  867 1412  739]","[1304  728 1219 1267 2495  421 1159   45  523  291  506  401 1257   90
 1802  562  867 1412  739]",[374],1
4222,1,"[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  359  100  460]","[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  359  100]",[460],1
4222,3,"[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  359  100  460]","[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  100  460]",[359],1
4222,5,"[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  359  100  460]","[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  100  460]",[359],1
4222,7,"[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  175  284  359  100  460]","[ 679  843  718  188  607 1038  809  569   49  384  237  435   52  148
  154  284  359  100  460]",[175],1
4223,1,"[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93  124 1544  460 1650 1892]","[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93  124 1544 1650 1892]",[460],1
4223,3,"[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93  124 1544  460 1650 1892]","[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93 1544  460 1650 1892]",[124],1
4223,5,"[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93  124 1544  460 1650 1892]","[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93 1544  460 1650 1892]",[124],1
4223,7,"[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93  124 1544  460 1650 1892]","[ 539  644 1006  606  156  776  645  664 1260 1134  698  662  129  276
   93  124 1544 1650 1892]",[460],1
4224,1,"[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1527  577 1360 1380 1336  641]","[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1360 1380 1336  641]",[ 577 1527],2
4224,3,"[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1527  577 1360 1380 1336  641]","[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
  577 1360 1380 1336  641]",[1527],1
4224,5,"[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1527  577 1360 1380 1336  641]","[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1527  577 1360 1336  641]",[1380],1
4224,7,"[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1527  577 1360 1380 1336  641]","[1259  895 1212  208  697   15 2042    2  389 1796  579 1312 1618 2142
 1527  577 1360 1380 1336]",[641],1
4225,1,"[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  184  105  264]","[2231  382  285  331  510  378  177  792  298 1529 1253 1080 2012   14
 1457  744  184  264]",[ 105 1885],2
4225,3,"[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  184  105  264]","[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  184  264]",[105],1
4225,5,"[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  184  105  264]","[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  105  264]",[184],1
4225,7,"[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  184  105  264]","[2231  382  285  331  510  378  177  792  298 1885 1529 1253 1080 2012
   14 1457  744  105  264]",[184],1
4227,1,"[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1958 1710 2027 1041 2945 1563]","[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1958 1710 2027 1041 1563]",[2945],1
4227,3,"[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1958 1710 2027 1041 2945 1563]","[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1710 2027 1041 2945 1563]",[1958],1
4227,5,"[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1958 1710 2027 1041 2945 1563]","[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1710 2027 1041 2945 1563]",[1958],1
4227,7,"[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1537
 1958 1710 2027 1041 2945 1563]","[2683 1873   12 1592  947 3026 2389 2020  167 2292 1105 1089  585 1958
 1710 2027 1041 2945 1563]",[1537],1
4234,1,"[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128  213 1127  566  934]","[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128  213  566  934]",[1127],1
4234,3,"[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128  213 1127  566  934]","[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128 1127  566  934]",[213],1
4234,5,"[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128  213 1127  566  934]","[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128 1127  566  934]",[213],1
4234,7,"[ 200   89 1349 2270  632 1630  866  612  212  715  604  720    3   10
  435  128  213 1127  566  934]","[ 200   89 1349 2270  632 1630  866  612  212  715  720    3   10  435
  128  213 1127  566  934]",[604],1
4235,1,"[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994 1525]","[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994]",[1525],1
4235,3,"[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994 1525]","[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994]",[1525],1
4235,5,"[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994 1525]","[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994]",[1525],1
4235,7,"[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994 1525]","[ 316  172   63  506  480  496   54  110  349   94   86 2638 1591 1666
  383 1968  527  268  994]",[1525],1
4237,1,"[ 164  704 1717   39  129  351  133  917  157 1593  510   21  320  326
   91  815   75 1214   90  572]","[ 164  704 1717   39  129  351  133  917  157 1593  510   21  320  326
   91   75 1214]",[ 90 572 815],3
4237,3,"[ 164  704 1717   39  129  351  133  917  157 1593  510   21  320  326
   91  815   75 1214   90  572]","[ 164  704 1717   39  129  351  133  917  157  510   21  320  326   91
  815   75 1214   90]",[ 572 1593],2
4237,5,"[ 164  704 1717   39  129  351  133  917  157 1593  510   21  320  326
   91  815   75 1214   90  572]","[ 164  704 1717   39  129  351  133  917  157 1593  510   21  320  326
   91   75 1214  572]",[ 90 815],2
4237,7,"[ 164  704 1717   39  129  351  133  917  157 1593  510   21  320  326
   91  815   75 1214   90  572]","[ 164  704 1717   39  129  133  917  157 1593  510   21  320  326   91
  815   75 1214   90  572]",[351],1
4238,1,"[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999  532 1847]","[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999 1847]",[532],1
4238,3,"[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999  532 1847]","[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999 1847]",[532],1
4238,5,"[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999  532 1847]","[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999 1847]",[532],1
4238,7,"[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238  610 2233  999  532 1847]","[ 408  729 1476  100  209 1249 1765 1509   64  612  616 1583  964 1240
 1238 2233  999  532 1847]",[610],1
4242,1,"[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657   90 1182  402  584  567]","[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657   90 1182  402  584]",[567],1
4242,3,"[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657   90 1182  402  584  567]","[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657   90 1182  584  567]",[402],1
4242,5,"[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657   90 1182  402  584  567]","[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657 1182  402  584  567]",[90],1
4242,7,"[ 149 1079   75  164  606   84   74 2176  120  754 1386 1170 2252 2128
  657   90 1182  402  584  567]","[ 149 1079   75  164  606   84   74 2176  120 1386 1170 2252 2128  657
   90 1182  402  584  567]",[754],1
4243,1,"[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427   47  404  722 1762]","[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427  404 1762]",[ 47 722],2
4243,3,"[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427   47  404  722 1762]","[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049 2527    3
  427  404  722 1762]",[10 47],2
4243,5,"[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427   47  404  722 1762]","[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427  722 1762]",[ 47 404],2
4243,7,"[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427   47  404  722 1762]","[1836  131 1694 1008 1068 2367 2294 1268 2547 2644 2177 1049   10 2527
    3  427   47  722 1762]",[404],1
4245,1,"[  97  715  663  962   23  215 1726  703  190  295 1017 2017  738 1005
  985  970  954  664 1018  755]","[  97  715  663  962   23  215 1726  703  190  295 1017 2017 1005  970
  954  755]",[ 664  738  985 1018],4
4245,3,"[  97  715  663  962   23  215 1726  703  190  295 1017 2017  738 1005
  985  970  954  664 1018  755]","[  97  715  663  962   23  215 1726  703  190  295 1017 2017 1005  985
  954  664]",[ 738  755  970 1018],4
4245,5,"[  97  715  663  962   23  215 1726  703  190  295 1017 2017  738 1005
  985  970  954  664 1018  755]","[  97  715  663  962   23  215 1726  703  190  295 1017 2017 1005  985
  954  664 1018  755]",[738 970],2
4245,7,"[  97  715  663  962   23  215 1726  703  190  295 1017 2017  738 1005
  985  970  954  664 1018  755]","[  97  715  663   23  215 1726  703  190  295 1017 2017  738 1005  985
  970  954  664  755]",[ 962 1018],2
4249,1,"[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
 2172  844 1210 2379 1059 1744]","[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
 2172  844 1210 2379 1059]",[1744],1
4249,3,"[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
 2172  844 1210 2379 1059 1744]","[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
 2172  844 1210 2379 1059]",[1744],1
4249,5,"[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
 2172  844 1210 2379 1059 1744]","[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
  844 1210 2379 1059 1744]",[2172],1
4249,7,"[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
 2172  844 1210 2379 1059 1744]","[ 682  247  210  152  337   79  918  524 1150  703 1156 1374  888  895
  844 1210 2379 1059 1744]",[2172],1
4250,1,"[1337 1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325   24 1439
  440  439  329 2617  661 2198]","[1337 1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325 1439  440
  439  329 2617  661 2198]",[24],1
4250,3,"[1337 1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325   24 1439
  440  439  329 2617  661 2198]","[1337 2054  691  572 1424 1346 1593 1360 1408 1325   24 1439  440  439
  329 2617  661 2198]",[1170 1257],2
4250,5,"[1337 1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325   24 1439
  440  439  329 2617  661 2198]","[1337 1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325 1439  440
  439  329 2617  661 2198]",[24],1
4250,7,"[1337 1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325   24 1439
  440  439  329 2617  661 2198]","[1170 2054  691 1257  572 1424 1346 1593 1360 1408 1325   24 1439  440
  439  329 2617  661 2198]",[1337],1
4251,1,"[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1546 1369]","[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1546]",[1369],1
4251,3,"[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1546 1369]","[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1369]",[1546],1
4251,5,"[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1546 1369]","[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1546]",[1369],1
4251,7,"[ 505  260  247  152  874  241  118  293  178 1211   16 1500 1667  716
 1304  696  386  689 1546 1369]","[ 505  260  247  152  874  241  118  178 1211   16 1500 1667  716 1304
  696  386  689 1546 1369]",[293],1
4252,1,"[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 1140 1086 2496]","[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 2496]",[1086 1140],2
4252,3,"[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 1140 1086 2496]","[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 1086 2496]",[1140],1
4252,5,"[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 1140 1086 2496]","[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1374 2334 1140 1086 2496]",[1228],1
4252,7,"[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 1140 1086 2496]","[ 114  146 1936  289  196  223  255  892 1214  151  910  320 1675 1199
 1228 1374 2334 1140 1086]",[2496],1
4253,1,"[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603  195 1300    7  965]","[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603  195 1300    7]",[965],1
4253,3,"[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603  195 1300    7  965]","[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603  195  965]",[   7 1300],2
4253,5,"[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603  195 1300    7  965]","[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603    7  965]",[ 195 1300],2
4253,7,"[ 281   21  690  219 1271  894  926  644  917   50 1458 1848  154 1541
 1233  603  195 1300    7  965]","[ 281   21  690  219 1271  894  926  644  917   50 1458 1848 1541 1233
  603  195 1300    7  965]",[154],1
4257,1,"[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336  502 2238  899 2276]","[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336  502 2238 2276]",[899],1
4257,3,"[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336  502 2238  899 2276]","[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1750
 1336  502 2238  899 2276]",[1405],1
4257,5,"[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336  502 2238  899 2276]","[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336 2238  899 2276]",[502],1
4257,7,"[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336  502 2238  899 2276]","[ 419  505  568  522  488 1686 1355  584  473 1396 1387 1385 1339 1405
 1750 1336 2238  899 2276]",[502],1
4258,1,"[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427  106   88 1406   53  782]","[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427  106   88 1406   53]",[782],1
4258,3,"[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427  106   88 1406   53  782]","[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427   88 1406   53  782]",[106],1
4258,5,"[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427  106   88 1406   53  782]","[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427   88 1406   53  782]",[106],1
4258,7,"[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427  106   88 1406   53  782]","[1336  355  516   79  749  114  158  147   44  736 1798 1429 2419 1584
 2427   88 1406   53  782]",[106],1
4260,1,"[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
   23  756 1434  815 1366  372]","[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
   23  756 1434  815  372]",[1366],1
4260,3,"[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
   23  756 1434  815 1366  372]","[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  643   23
  756 1434  815 1366  372]",[178],1
4260,5,"[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
   23  756 1434  815 1366  372]","[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
   23  756 1434  815  372]",[1366],1
